,title,year,counts,longitude,latitude,distance,dist_arange,year_arange
4468,코코브루니 홍대점,201603,1,126.92443899972427,37.55665099991765,0.5638217405555094,1000m,2016
4469,코코브루니 홍대점,201702,1,126.92443899972427,37.55665099991765,0.5638217405555094,1000m,2017
4470,코코브루니 홍대점,201703,1,126.92443899972427,37.55665099991765,0.5638217405555094,1000m,2017
4471,코코브루니 홍대점,201704,1,126.92443899972427,37.55665099991765,0.5638217405555094,1000m,2017
4472,코코브루니 홍대점,201801,1,126.92443899972427,37.55665099991765,0.5638217405555094,1000m,2018
4473,코코브루니 홍대점,201802,1,126.92443899972427,37.55665099991765,0.5638217405555094,1000m,2018
4474,코티지,201301,1,126.92679869972427,37.55562919991764,0.47646050951159025,500m,2013
4475,콘하스,201401,1,126.9161846737589,37.55444676498548,0.8390839174864917,1000m,2014
4476,콘하스,201402,1,126.9161846737589,37.55444676498548,0.8390839174864917,1000m,2014
4477,콘하스,201403,1,126.9161846737589,37.55444676498548,0.8390839174864917,1000m,2014
4478,콘하스,201502,1,126.9161846737589,37.55444676498548,0.8390839174864917,1000m,2015
4479,콘하스,201504,2,126.9161846737589,37.55444676498548,0.8390839174864917,1000m,2015
4480,콘하스,201601,1,126.9161846737589,37.55444676498548,0.8390839174864917,1000m,2016
4481,콘하스,201704,5,126.9161846737589,37.55444676498548,0.8390839174864917,1000m,2017
4482,콘하스,201801,4,126.9161846737589,37.55444676498548,0.8390839174864917,1000m,2018
4483,콘하스,201802,2,126.9161846737589,37.55444676498548,0.8390839174864917,1000m,2018
4484,콜린,201602,1,126.92059679972428,37.54934479991768,0.46020405423482286,500m,2016
4485,콜린,201603,4,126.92059679972428,37.54934479991768,0.46020405423482286,500m,2016
4486,콜린,201604,4,126.92059679972428,37.54934479991768,0.46020405423482286,500m,2016
4487,콜린,201702,5,126.92059679972428,37.54934479991768,0.46020405423482286,500m,2017
4488,콜린,201703,10,126.92059679972428,37.54934479991768,0.46020405423482286,500m,2017
4489,콜린,201704,8,126.92059679972428,37.54934479991768,0.46020405423482286,500m,2017
4490,콜린,201801,5,126.92059679972428,37.54934479991768,0.46020405423482286,500m,2018
4491,콜린,201802,5,126.92059679972428,37.54934479991768,0.46020405423482286,500m,2018
4492,콩불 홍대점,201402,1,126.92345699972428,37.555053599917656,0.4072817304978363,500m,2014
4493,콩불홍대점,201203,1,126.92308660582695,37.55550288153253,0.4653717707313625,500m,2012
4494,쿄베이커리,201401,1,126.92084519972427,37.547963299917654,0.543301496972271,1000m,2014
4495,쿠나,201204,1,126.92522799972427,37.55599859991765,0.4899191890063173,500m,2012
4496,쿠나,201301,1,126.92522799972427,37.55599859991765,0.4899191890063173,500m,2013
4497,쿠나,201403,1,126.92522799972427,37.55599859991765,0.4899191890063173,500m,2014
4498,쿡앤북,201204,1,126.92589318915182,37.554673408969606,0.35179523857067135,500m,2012
4499,쿡앤북,201301,2,126.92589318915182,37.554673408969606,0.35179523857067135,500m,2013
4500,쿡앤북,201302,3,126.92589318915182,37.554673408969606,0.35179523857067135,500m,2013
4501,쿡앤북,201304,1,126.92589318915182,37.554673408969606,0.35179523857067135,500m,2013
4502,쿡앤북,201402,1,126.92589318915182,37.554673408969606,0.35179523857067135,500m,2014
4503,쿡앤북,201703,1,126.92589318915182,37.554673408969606,0.35179523857067135,500m,2017
4504,큐브이스케이프,201504,1,126.92034628366312,37.553620443343725,0.4671140236983628,500m,2015
4505,큐브이스케이프,201601,4,126.92034628366312,37.553620443343725,0.4671140236983628,500m,2016
4506,큐브이스케이프,201602,3,126.92034628366312,37.553620443343725,0.4671140236983628,500m,2016
4507,큐브이스케이프 홍대점,201701,2,126.92059999972427,37.55328999991765,0.4303051783949109,500m,2017
4508,큐브이스케이프 홍대점,201702,2,126.92059999972427,37.55328999991765,0.4303051783949109,500m,2017
4509,큐브이스케이프 홍대점,201703,5,126.92059999972427,37.55328999991765,0.4303051783949109,500m,2017
4510,큐브이스케이프 홍대점,201704,3,126.92059999972427,37.55328999991765,0.4303051783949109,500m,2017
4511,큐브이스케이프 홍대점,201801,3,126.92059999972427,37.55328999991765,0.4303051783949109,500m,2018
4512,큐브이스케이프 홍대점,201802,2,126.92059999972427,37.55328999991765,0.4303051783949109,500m,2018
4513,크레이지 칵테일&커피,201404,1,126.92220909078566,37.555326243454935,0.4814829930217373,500m,2014
4514,크레이지토이커피,201403,1,126.92646256375944,37.556080309763935,0.5154981316208593,1000m,2014
4515,크리미요기,201502,3,126.92926665878154,37.55551883277872,0.5779106484236923,1000m,2015
4516,크리미요기,201503,1,126.92926665878154,37.55551883277872,0.5779106484236923,1000m,2015
4517,크리스코 타코,201402,1,126.9239457997243,37.55588099991765,0.4849804983984123,500m,2014
4518,클라르테 커피,201703,1,126.9264517,37.5614787,1.1053566171646394,1500m,2017
4519,클라르테 커피,201801,3,126.9264517,37.5614787,1.1053566171646394,1500m,2018
4520,클럽바리스타,201801,1,126.92264509999998,37.5478942,0.45890040500055873,500m,2018
4521,클럽보다만화,201602,2,126.92021849972427,37.55074489991765,0.4307091653198549,500m,2016
4522,클럽보다만화,201603,1,126.92021849972427,37.55074489991765,0.4307091653198549,500m,2016
